,system_a,system_b,p_value
596,Humans_movi_104,Humans_movi_112,1.36E-1
597,Humans_movi_104,Humans_movi_113,4.49E-1
598,Humans_movi_104,Humans_movi_114,4.95E-1
599,Humans_movi_104,Humans_movi_115,1.91E-1
600,Humans_movi_104,Machines_base_Centroid,2.59E-7
601,Humans_movi_104,Machines_base_FreqSum,3.21E-7
602,Humans_movi_104,Machines_base_GreedyKL,1.51E-7
603,Humans_movi_104,Machines_base_LexRank,2.39E-6
604,Humans_movi_104,Machines_base_TsSum,1.54E-6
605,Humans_movi_104,Machines_soa_CLASSY04,6.59E-7
606,Humans_movi_104,Machines_soa_CLASSY11,4.74E-6
607,Humans_movi_104,Machines_soa_DPP,4.02E-7
608,Humans_movi_104,Machines_soa_ICSISumm,8.80E-7
609,Humans_movi_104,Machines_soa_OCCAMS_V,2.00E-5
610,Humans_movi_104,Machines_soa_RegSum,1.64E-7
611,Humans_movi_104,Machines_soa_Submodular,1.75E-5
630,Humans_movi_105,Humans_movi_110,4.96E-1
631,Humans_movi_105,Humans_movi_111,2.85E-1
632,Humans_movi_105,Humans_movi_112,2.90E-1
633,Humans_movi_105,Humans_movi_113,2.59E-1
634,Humans_movi_105,Humans_movi_114,2.81E-1
635,Humans_movi_105,Humans_movi_115,3.95E-1
636,Humans_movi_105,Machines_base_Centroid,5.98E-7
637,Humans_movi_105,Machines_base_FreqSum,4.68E-7
638,Humans_movi_105,Machines_base_GreedyKL,3.49E-7
639,Humans_movi_105,Machines_base_LexRank,4.91E-6
640,Humans_movi_105,Machines_base_TsSum,4.60E-6
641,Humans_movi_105,Machines_soa_CLASSY04,1.03E-6
642,Humans_movi_105,Machines_soa_CLASSY11,1.34E-5
643,Humans_movi_105,Machines_soa_DPP,9.27E-7
644,Humans_movi_105,Machines_soa_ICSISumm,1.64E-6
645,Humans_movi_105,Machines_soa_OCCAMS_V,6.76E-5
646,Humans_movi_105,Machines_soa_RegSum,2.71E-7
647,Humans_movi_105,Machines_soa_Submodular,4.05E-5
667,Humans_movi_110,Humans_movi_111,2.66E-1
668,Humans_movi_110,Humans_movi_112,3.16E-1
